,output_price
0,514313.69219251623
1,1.0000048243266235
2,1.0000027543141732
3,1.0000020254904267
4,1.0000015389858878
5,1.0000012125762152
6,1.0000009930971112
7,1.0000009475948883
8,1.0000008474399298
9,1.0000007010387715
10,1.0000006876431493
11,1.0000006743115184
12,1.0000006884619825
13,1.0000006982179181
14,1.0000006954471365
15,1.0000006990939996
16,1.0000006876315464
17,1.0000006941192734
18,1.0000006780385067
19,1.0000006813133482
20,1.0000007054637319
21,1.0000006955140233
22,1.000000703659501
23,1.0000006995653867
24,1.0000006982504515
25,1.0000007140181875
26,1.0000006934592822
27,1.0000007020108936
28,1.0000007064618104
29,1.0000006686799343
30,1.000000680522171
31,1.0000006719437071
32,1.0000006703193547
33,1.000000666638215
34,1.000000666623841
35,1.000000652953133
36,1.0000006699000303
37,1.0000006629936147
38,1.0000006677536237
39,1.000000543943611
40,1.000000518795881
41,1.000000494054926
42,1.0000004988102649
43,1.0000004869747858
44,1.0000004810027465
45,1.0000004742035704
46,1.0000004565512373
47,1.0000004500547783
48,1.0000004365597073
49,1.000000435277928
50,1.0000004478912714
51,1.0000004333595611
52,1.0000004251823957
53,1.0000004302333816
54,1.0000004335336148
55,1.0000004370915596
56,1.000000437639966
57,1.0000004258061814
58,1.0000004302731982
59,1.0000004035881789
60,1.0000004037738512
61,1.0000004022265525
62,1.0000003853994626
63,1.0000003822926262
64,1.0000003835325282
65,1.000000381896861
66,1.0000003807095776
67,1.0000003855882234
68,1.0000003908915782
69,1.0000003505993784
70,1.0000003639128248
71,1.0000003669953843
72,1.0000003497992536
73,1.0000003514509335
74,1.0000003490594578
75,1.0000003525640275
76,1.0000003590087518
77,1.0000003600212917
78,1.0000003568430786
79,1.0000003556632981
80,1.000000355296424
81,1.0000003524378147
82,1.0000003300601656
83,1.0000003332331135
84,1.0000003266225936
85,1.0000003300468596
86,1.0000003337666583
87,1.0000003306160898
88,1.0000003194150358
89,1.000000319676267
90,1.0000003255553755
91,1.0000003136029258
92,1.0000003246783786
93,1.0000003191057352
94,1.0000003260469672
95,1.0000003194767517
96,1.0000003176601002
97,1.0000003208587784
98,1.0000003196713874
99,1.0000003250605702
100,1.0000003249641916
101,1.0000003218727511
102,1.0000003234070354
103,1.000000323353802
104,1.000000319355233
105,1.0000003233143193
106,1.0000003220253304
107,1.0000003260706516
108,1.000000324708163
109,1.0000003205099934
110,1.00000032242497
111,1.000000323549128
112,1.000000317463506
113,1.0000003210915716
114,1.0000003108669187
115,1.0000003169764198
116,1.0000003221326312
117,1.0000003114128664
118,1.0000003152602304
119,1.000000317091826
120,1.0000003221988785
121,1.0000003184489765
122,1.0000003107623259
123,1.0000003141905685
124,1.0000003163190243
125,1.0000003077109032
126,1.000000316069021
127,1.000000314308255
128,1.0000003067383108
129,1.0000003057771
130,1.0000003021441244
131,1.0000003045497907
132,1.0000002937236363
133,1.0000002944475828
134,1.0000002968735513
135,1.0000002976511386
136,1.0000002939844317
137,1.0000003010493155
138,1.0000003023802968
139,1.0000002989874675
140,1.0000002888566515
141,1.000000283243101
142,1.0000002837997568
143,1.0000002690718315
144,1.0000002672428996
145,1.0000002626739093
146,1.0000002516305266
147,1.0000002520075701
148,1.0000002427266632
149,1.0000002425207855
150,1.0000002432180115
151,1.0000002372827639
152,1.0000002407988535
153,1.000000234027472
154,1.0000002293912968
155,1.000000231882167
156,1.0000002270289507
157,1.0000002206887004
158,1.0000002174175573
159,1.0000002199720308
160,1.0000002153030882
161,1.0000002080000259
162,1.0000001989944733
163,1.0000001943969399
164,1.000000192778197
165,1.0000001899288227
166,1.0000001830633904
167,1.000000182487206
168,1.0000001784174375
169,1.0000001721314522
170,1.0000001735773094
171,1.0000001726708667
172,1.0000001734168489
173,1.0000001732751145
174,1.000000176083945
175,1.0000001729627215
176,1.0000001754895589
177,1.000000172588744
178,1.0000001705926456
179,1.0000001705220425
180,1.0000001733774508
181,1.0000001763074424
182,1.0000001717574862
183,1.0000001752898493
184,1.000000172097387
185,1.0000001759387998
186,1.0000001744361047
187,1.0000001738417543
188,1.000000174304651
189,1.0000001734617825
190,1.0000001742673232
191,1.0000001735975077
192,1.0000001701694148
193,1.0000001718590323
194,1.0000001705104125
195,1.0000001683285997
196,1.0000001701340568
197,1.000000171189218
198,1.0000001699024048
199,1.0000001681518536
200,1.0000001692613971
201,1.0000001684878326
202,1.0000001674221688
203,1.000000165727588
204,1.000000165034071
205,1.0000001696263467
206,1.0000001682990811
207,1.0000001695285672
208,1.0000001659603504
209,1.000000167784413
210,1.0000001695319323
211,1.0000001703855685
212,1.000000168816341
213,1.0000001684589337
214,1.0000001694482892
215,1.0000001674983374
216,1.000000168975507
217,1.000000167768408
218,1.0000001694957648
219,1.0000001651243513
220,1.000000162225255
221,1.0000001547956938
222,1.0000001547142074
223,1.0000001539103647
224,1.0000001534340883
225,1.0000001556233014
226,1.000000154639507
227,1.0000001530420006
228,1.0000001545545774
229,1.0000001462386923
230,1.0000001434022125
231,1.0000001444614026
232,1.0000001443763058
233,1.000000142429987
234,1.0000001387513793
235,1.0000001436995019
236,1.0000001395310738
237,1.0000001399817147
238,1.0000001402076
239,1.0000001389074595
240,1.0000001365153406
241,1.000000135260137
242,1.0000001349584882
243,1.000000131877213
244,1.0000001286808458
245,1.000000125119888
246,1.0000001195961505
247,1.000000116818214
248,1.0000001121259061
249,1.0000001147308424
250,1.0000001143186645
251,1.000000113640027
252,1.0000001137039232
253,1.0000001152135565
254,1.0000001145306923
255,1.000000111940283
256,1.0000001126136626
257,1.0000001145008923
258,1.0000001158772156
259,1.000000113492685
260,1.000000111003671
261,1.0000001077514138
262,1.0000001066353985
263,1.0000001069506146
264,1.0000001046521696
265,1.000000105953976
266,1.00000010486726
267,1.0000001045144267
268,1.0000001036952948
269,1.0000001055352226
270,1.0000001024030565
271,1.0000001041486983
272,1.0000001022790537
273,1.000000101410346
274,1.0000001038011304
275,1.00000010251563
276,1.000000100608718
277,1.0000000999735876
278,1.000000098013204
279,1.0000000996252911
280,1.0000000987765838
281,1.0000000970318732
282,1.0000000980235915
283,1.0000000975550496
284,1.0000000970328313
285,1.0000000977239651
286,1.00000009820912
287,1.000000098617744
288,1.00000009855727
289,1.00000009810985
290,1.000000097250043
291,1.0000000978883274
292,1.0000000974009493
293,1.0000000969197216
294,1.0000000972417924
295,1.0000000974613183
296,1.0000000983190314
297,1.0000000967906695
298,1.0000000977926935
299,1.000000098223519
300,1.000000097459471
301,1.0000000969422504
302,1.0000000960522437
303,1.0000000973097116
304,1.0000000973635534
305,1.0000000970801433
306,1.0000000972650274
307,1.000000096772087
308,1.0000000973632055
309,1.0000000967552527
310,1.0000000957770827
311,1.0000000972632401
312,1.0000000978031478
313,1.0000000963590947
314,1.0000000978003614
315,1.000000098838149
316,1.000000096909164
317,1.0000000978741304
318,1.000000097659234
319,1.0000000963112232
320,1.0000000947610517
321,1.000000096848853
322,1.0000000945734955
323,1.0000000919039669
324,1.0000000916661467
325,1.000000089023779
326,1.0000000872324966
327,1.0000000860173046
328,1.0000000846380355
329,1.0000000850751796
330,1.0000000842643462
331,1.000000085880442
332,1.0000000843895456
333,1.0000000861460763
334,1.0000000855260966
335,1.0000000845972994
336,1.000000084185683
337,1.0000000846292008
338,1.0000000853306945
339,1.0000000873096124
340,1.0000000846517356
341,1.0000000846579606
342,1.000000085562852
343,1.0000000852732904
344,1.000000085266828
345,1.0000000860486453
346,1.0000000852659634
347,1.000000085010084
348,1.0000000835616976
349,1.000000085043308
350,1.0000000837212244
351,1.000000084740103
352,1.0000000821639385
353,1.000000083613596
354,1.0000000841237633
355,1.0000000833921696
356,1.0000000835297864
357,1.0000000827518858
358,1.0000000846907382
359,1.0000000818337837
360,1.0000000838380412
361,1.0000000830059068
362,1.0000000829204454
363,1.000000081636999
364,1.0000000829400464
365,1.0000000815307248
366,1.0000000821679602
367,1.0000000828316349
368,1.0000000830892473
369,1.0000000821189092
370,1.0000000815870036
371,1.0000000819445145
372,1.0000000821675934
373,1.000000083088144
374,1.0000000831410618
375,1.0000000826894475
376,1.0000000813348757
377,1.000000081801889
378,1.000000082589398
379,1.0000000814518106
380,1.000000082239382
381,1.000000083039354
382,1.0000000814335048
383,1.0000000817753578
384,1.0000000809009193
385,1.0000000801294637
386,1.00000008059694
387,1.0000000793891726
388,1.0000000797790516
389,1.0000000783685887
390,1.0000000782127145
391,1.0000000778862341
392,1.000000077556844
393,1.0000000763947379
394,1.0000000774326114
395,1.0000000764876271
396,1.0000000756047813
397,1.0000000752447886
398,1.000000075508662
399,1.0000000744279038
400,1.0000000746335662
401,1.0000000730776966
402,1.0000000731046266
403,1.000000072688736
404,1.0000000710031074
405,1.0000000713765607
406,1.0000000708452699
407,1.000000069826618
408,1.0000000694411415
409,1.0000000695295337
410,1.0000000678194387
411,1.0000000703305192
412,1.0000000698167366
413,1.0000000694420361
414,1.000000069955275
415,1.0000000688492596
416,1.0000000699815905
417,1.0000000692024882
418,1.0000000690314623
419,1.0000000701968348
420,1.0000000681239918
421,1.0000000693510949
422,1.0000000689483426
423,1.0000000682503158
424,1.0000000686850312
425,1.0000000694578215
426,1.000000068570206
427,1.0000000697137073
428,1.0000000688538977
429,1.0000000692328181
430,1.0000000677875371
431,1.0000000677268137
432,1.0000000691162987
433,1.0000000683630812
434,1.000000068008874
435,1.0000000689282158
436,1.000000068052802
437,1.0000000687876707
438,1.0000000680892518
439,1.000000067200495
440,1.0000000670763474
441,1.0000000667705438
442,1.0000000664849287
443,1.0000000647226948
444,1.0000000649511347
445,1.0000000643758373
446,1.0000000651343048
447,1.0000000639846083
448,1.0000000637557684
449,1.0000000628775598
450,1.0000000639288356
451,1.000000063456639
452,1.0000000624463896
453,1.0000000633641621
454,1.0000000639710958
455,1.0000000637324375
456,1.0000000629709946
457,1.0000000634836634
458,1.00000006345153
459,1.0000000642320228
460,1.0000000628669035
461,1.0000000626866827
462,1.000000062096818
463,1.000000062740912
464,1.0000000634181556
465,1.000000062410802
466,1.0000000627832881
467,1.0000000637279556
468,1.000000063941292
469,1.0000000625009404
470,1.0000000632089079
471,1.0000000634463055
472,1.0000000622561165
473,1.000000062367891
474,1.0000000629281158
475,1.0000000625535752
476,1.0000000632599342
477,1.000000062770133
478,1.0000000629319397
479,1.0000000627657575
480,1.0000000618932967
481,1.0000000618553162
482,1.0000000623534737
483,1.000000060307749
484,1.0000000597164602
485,1.000000058941813
486,1.0000000582308803
487,1.0000000580267874
488,1.0000000565182818
489,1.0000000571745262
490,1.0000000560260416
491,1.0000000572008343
492,1.0000000565208107
493,1.000000056213917
494,1.000000057071305
495,1.000000057066468
496,1.0000000567902083
497,1.000000056625026
498,1.000000056132748
499,1.000000056712555
500,1.0000000557899822
501,1.000000056037518
502,1.0000000557391178
503,1.0000000563370366
504,1.0000000555483004
505,1.0000000549847006
506,1.0000000544567063
507,1.0000000546127046
508,1.0000000534189726
509,1.0000000537071554
510,1.0000000541038174
511,1.000000052793334
512,1.000000053439293
513,1.0000000533113256
514,1.0000000526536716
515,1.0000000521366705
516,1.0000000522341392
517,1.0000000526252213
518,1.0000000508699236
519,1.0000000507852265
520,1.000000050980729
521,1.0000000513627583
522,1.0000000510174878
523,1.0000000502880386
524,1.0000000512277478
525,1.0000000504211872
526,1.0000000503148703
527,1.0000000511360134
528,1.0000000505340745
529,1.0000000505828828
530,1.0000000500057633
531,1.0000000503942814
532,1.0000000509704914
533,1.0000000506937594
534,1.000000050333555
535,1.0000000502200803
536,1.0000000504373758
537,1.0000000503767639
538,1.0000000506983018
539,1.0000000503686062
540,1.0000000502364028
541,1.0000000508090936
542,1.0000000503606883
543,1.0000000503055275
544,1.0000000510544456
545,1.0000000503425386
546,1.0000000505101678
547,1.000000050701547
548,1.00000004932864
549,1.0000000489090846
550,1.0000000506606244
551,1.0000000509280413
552,1.0000000502298687
553,1.000000050239153
554,1.0000000499236061
555,1.0000000507546443
556,1.0000000503337634
557,1.0000000500029682
558,1.0000000504706497
559,1.0000000504554634
560,1.0000000498673054
561,1.000000050350015
562,1.0000000503051427
563,1.0000000495601844
564,1.0000000496715924
565,1.0000000497768073
566,1.0000000490361967
567,1.000000048840347
568,1.0000000475366755
569,1.0000000480060929
570,1.0000000478070386
571,1.0000000481435778
572,1.0000000485500546
573,1.0000000487335325
574,1.0000000471347967
575,1.0000000483794278
576,1.0000000486090797
577,1.0000000488231149
578,1.0000000487134364
579,1.0000000479742897
580,1.0000000487635057
581,1.0000000491800873
582,1.0000000485259888
583,1.0000000493999797
584,1.0000000480347477
585,1.0000000485317107
586,1.0000000484422733
587,1.0000000490157064
588,1.000000048627831
589,1.000000048449392
590,1.0000000482347504
591,1.000000048445357
592,1.000000048950081
593,1.0000000483130103
594,1.0000000479429376
595,1.000000048195586
596,1.0000000486847518
597,1.0000000489067606
598,1.0000000486376361
599,1.0000000478278668
600,1.0000000482868885
601,1.000000048024128
602,1.000000047550118
603,1.0000000479247613
604,1.000000047535821
605,1.000000047914224
606,1.0000000469989287
607,1.0000000469911705
608,1.000000046499206
609,1.000000045997721
610,1.0000000469686592
611,1.0000000464818886
612,1.0000000464263812
613,1.000000047312908
614,1.0000000470789756
615,1.000000046490017
616,1.000000046709581
617,1.000000047185646
618,1.000000046973661
619,1.000000046834189
620,1.0000000465980154
621,1.0000000456055071
622,1.0000000458847889
623,1.0000000457508422
624,1.0000000461262941
625,1.000000046106065
626,1.0000000468518186
627,1.0000000459425789
628,1.0000000456865943
629,1.0000000462383856
630,1.0000000462397014
631,1.0000000464055883
632,1.0000000464534975
633,1.0000000455374012
634,1.0000000461933716
635,1.0000000460443357
636,1.0000000462930358
637,1.0000000457909197
638,1.0000000455717892
639,1.0000000463651588
640,1.000000044897426
641,1.0000000453826101
642,1.0000000443897887
643,1.000000044431548
644,1.0000000440444674
645,1.0000000430820433
646,1.000000043663157
647,1.0000000428277265
648,1.0000000417870971
649,1.000000041971807
650,1.0000000418751984
651,1.0000000418628265
652,1.000000041266399
653,1.0000000412167955
654,1.0000000417049828
655,1.0000000416399728
656,1.0000000415406807
657,1.0000000414248935
658,1.00000004129532
659,1.000000041053996
660,1.000000041025208
661,1.0000000411964567
662,1.0000000404333018
663,1.0000000410399135
664,1.000000041395615
665,1.000000040375278
666,1.0000000409651035
667,1.0000000412898749
668,1.0000000402583307
669,1.000000040919152
670,1.0000000411073071
671,1.0000000410352374
672,1.0000000413264656
673,1.000000040926077
674,1.000000041379369
675,1.0000000398313296
676,1.0000000413004437
677,1.0000000414835482
678,1.0000000406975316
679,1.0000000410476626
680,1.000000040704983
681,1.0000000406886747
682,1.000000040404451
683,1.0000000399368154
684,1.0000000400810274
685,1.0000000403591072
686,1.000000039902643
687,1.0000000398225464
688,1.0000000394668291
689,1.00000004004718
690,1.000000039659571
691,1.0000000397774258
692,1.0000000393761226
693,1.0000000397476756
694,1.0000000400566627
695,1.000000039765682
696,1.0000000403931377
697,1.0000000396812498
698,1.0000000402916727
699,1.000000039983814
700,1.000000040092364
701,1.0000000393971238
702,1.0000000394800979
703,1.000000039045203
704,1.0000000395884279
705,1.0000000393547188
706,1.0000000397253561
707,1.0000000393863095
708,1.0000000400683564
709,1.000000039424562
710,1.0000000396681026
711,1.000000039443537
712,1.0000000392643666
713,1.0000000393380792
714,1.0000000396018391
715,1.0000000396541266
716,1.000000039285194
717,1.0000000392394417
718,1.0000000394932098
719,1.0000000392191282
720,1.0000000392726647
721,1.0000000387633454
722,1.0000000381625858
723,1.000000038708288
724,1.0000000379433225
725,1.0000000379912413
726,1.0000000372276086
727,1.0000000374602889
728,1.0000000372532103
729,1.000000036995852
730,1.0000000373767899
731,1.0000000373093434
732,1.000000036836813
733,1.0000000371779754
734,1.0000000372414641
735,1.00000003725149
736,1.000000036919687
737,1.0000000372083957
738,1.0000000369236726
739,1.0000000370603657
740,1.0000000367936464
741,1.0000000361506505
742,1.0000000363664368
743,1.0000000372219544
744,1.000000036954587
745,1.0000000364602333
746,1.000000036265201
747,1.0000000365151513
748,1.0000000364906336
749,1.0000000361324404
750,1.000000035975822
751,1.000000035983278
752,1.0000000359860155
753,1.0000000363853965
754,1.000000036005434
755,1.0000000358698888
756,1.0000000357041945
757,1.000000035544031
758,1.0000000354375194
759,1.0000000352401648
760,1.0000000355388663
761,1.0000000351790905
762,1.0000000346396616
763,1.000000034762081
764,1.0000000347969455
765,1.0000000352566802
766,1.0000000352670522
767,1.0000000352454497
768,1.0000000351447509
769,1.000000034938939
770,1.0000000347984694
771,1.0000000351935519
772,1.0000000354851057
773,1.0000000349429152
774,1.0000000346330224
775,1.0000000348977078
776,1.0000000353844232
777,1.000000034877473
778,1.000000034932179
779,1.0000000354208034
780,1.0000000349679614
781,1.0000000345244435
782,1.0000000349651563
783,1.00000003449739
784,1.000000034918768
785,1.0000000348359364
786,1.0000000346994051
787,1.0000000345585087
788,1.0000000351067533
789,1.0000000343738602
790,1.000000035018556
791,1.0000000341025552
792,1.000000034562412
793,1.0000000344838411
794,1.0000000338046644
795,1.0000000342336401
796,1.0000000340999948
797,1.0000000344505389
798,1.000000033926409
799,1.000000034221468
800,1.0000000342555018
801,1.0000000350037754
802,1.0000000340478041
803,1.0000000339651591
804,1.0000000335303136
805,1.0000000335548225
806,1.0000000333075914
807,1.000000033361917
808,1.0000000326481
809,1.000000032685883
810,1.000000032751893
811,1.000000033082434
812,1.0000000330415184
813,1.0000000328751582
814,1.0000000329993803
815,1.0000000327843457
816,1.000000032974819
817,1.0000000329952392
818,1.0000000331000658
819,1.0000000326056266
820,1.0000000330006793
821,1.0000000327252787
822,1.0000000329872074
823,1.0000000329431307
824,1.000000032596967
825,1.000000033259526
826,1.000000033146912
827,1.0000000326577758
828,1.0000000323436682
829,1.0000000327452492
830,1.0000000324795069
831,1.0000000331546242
832,1.0000000324773124
833,1.0000000327321292
834,1.0000000325809009
835,1.0000000324557483
836,1.0000000322264195
837,1.000000032382272
838,1.0000000320398956
839,1.00000003258383
840,1.0000000329307008
841,1.0000000317291438
842,1.0000000326658138
843,1.000000032115826
844,1.0000000320163853
845,1.0000000319904583
846,1.0000000318690736
847,1.000000032048985
