,cost_clean,cost_dirty,base_output_dirty,base_output_clean,metabolism_scalar_energy,metabolism_scalar_money,eta_global_trade,predisposition_decrease
0,0.006853515625,0.498548828125,0.678056640625,0.295626953125,1.5588144531249999,0.21573632812500002,0.365869140625,0.358064453125
1,0.287822265625,0.498548828125,0.678056640625,0.295626953125,1.5588144531249999,0.21573632812500002,0.365869140625,0.358064453125
2,0.006853515625,0.408794921875,0.678056640625,0.295626953125,1.5588144531249999,0.21573632812500002,0.365869140625,0.358064453125
3,0.006853515625,0.498548828125,0.455623046875,0.295626953125,1.5588144531249999,0.21573632812500002,0.365869140625,0.358064453125
4,0.006853515625,0.498548828125,0.678056640625,0.998048828125,1.5588144531249999,0.21573632812500002,0.365869140625,0.358064453125
5,0.006853515625,0.498548828125,0.678056640625,0.295626953125,0.47341992187500004,0.21573632812500002,0.365869140625,0.358064453125
6,0.006853515625,0.498548828125,0.678056640625,0.295626953125,1.5588144531249999,0.6452089843750001,0.365869140625,0.358064453125
7,0.006853515625,0.498548828125,0.678056640625,0.295626953125,1.5588144531249999,0.21573632812500002,0.514158203125,0.358064453125
8,0.006853515625,0.498548828125,0.678056640625,0.295626953125,1.5588144531249999,0.21573632812500002,0.365869140625,0.127826171875
9,0.287822265625,0.408794921875,0.455623046875,0.998048828125,0.47341992187500004,0.6452089843750001,0.514158203125,0.127826171875
10,0.506353515625,0.998048828125,0.178556640625,0.795126953125,0.559314453125,1.215236328125,0.865369140625,0.857564453125
11,0.787322265625,0.998048828125,0.178556640625,0.795126953125,0.559314453125,1.215236328125,0.865369140625,0.857564453125
12,0.506353515625,0.908294921875,0.178556640625,0.795126953125,0.559314453125,1.215236328125,0.865369140625,0.857564453125
13,0.506353515625,0.998048828125,0.955123046875,0.795126953125,0.559314453125,1.215236328125,0.865369140625,0.857564453125
14,0.506353515625,0.998048828125,0.178556640625,0.498548828125,0.559314453125,1.215236328125,0.865369140625,0.857564453125
15,0.506353515625,0.998048828125,0.178556640625,0.795126953125,1.472919921875,1.215236328125,0.865369140625,0.857564453125
16,0.506353515625,0.998048828125,0.178556640625,0.795126953125,0.559314453125,1.644708984375,0.865369140625,0.857564453125
17,0.506353515625,0.998048828125,0.178556640625,0.795126953125,0.559314453125,1.215236328125,0.014658203125000002,0.857564453125
18,0.506353515625,0.998048828125,0.178556640625,0.795126953125,0.559314453125,1.215236328125,0.865369140625,0.627326171875
19,0.787322265625,0.908294921875,0.955123046875,0.498548828125,1.472919921875,1.644708984375,0.014658203125000002,0.627326171875
20,0.756103515625,0.248798828125,0.927806640625,0.045876953125,0.05956445312500001,1.714986328125,0.116119140625,0.607814453125
21,0.537572265625,0.248798828125,0.927806640625,0.045876953125,0.05956445312500001,1.714986328125,0.116119140625,0.607814453125
22,0.756103515625,0.658544921875,0.927806640625,0.045876953125,0.05956445312500001,1.714986328125,0.116119140625,0.607814453125
23,0.756103515625,0.248798828125,0.705373046875,0.045876953125,0.05956445312500001,1.714986328125,0.116119140625,0.607814453125
24,0.756103515625,0.248798828125,0.927806640625,0.248798828125,0.05956445312500001,1.714986328125,0.116119140625,0.607814453125
25,0.756103515625,0.248798828125,0.927806640625,0.045876953125,0.9731699218750001,1.714986328125,0.116119140625,0.607814453125
26,0.756103515625,0.248798828125,0.927806640625,0.045876953125,0.05956445312500001,0.14545898437500002,0.116119140625,0.607814453125
27,0.756103515625,0.248798828125,0.927806640625,0.045876953125,0.05956445312500001,1.714986328125,0.264408203125,0.607814453125
28,0.756103515625,0.248798828125,0.927806640625,0.045876953125,0.05956445312500001,1.714986328125,0.116119140625,0.377576171875
29,0.537572265625,0.658544921875,0.705373046875,0.248798828125,0.9731699218750001,0.14545898437500002,0.264408203125,0.377576171875
30,0.256603515625,0.748298828125,0.428306640625,0.545376953125,1.059064453125,0.715486328125,0.615619140625,0.108314453125
31,0.038072265625000004,0.748298828125,0.428306640625,0.545376953125,1.059064453125,0.715486328125,0.615619140625,0.108314453125
32,0.256603515625,0.159044921875,0.428306640625,0.545376953125,1.059064453125,0.715486328125,0.615619140625,0.108314453125
33,0.256603515625,0.748298828125,0.205873046875,0.545376953125,1.059064453125,0.715486328125,0.615619140625,0.108314453125
34,0.256603515625,0.748298828125,0.428306640625,0.748298828125,1.059064453125,0.715486328125,0.615619140625,0.108314453125
35,0.256603515625,0.748298828125,0.428306640625,0.545376953125,1.972669921875,0.715486328125,0.615619140625,0.108314453125
36,0.256603515625,0.748298828125,0.428306640625,0.545376953125,1.059064453125,1.1449589843749999,0.615619140625,0.108314453125
37,0.256603515625,0.748298828125,0.428306640625,0.545376953125,1.059064453125,0.715486328125,0.763908203125,0.108314453125
38,0.256603515625,0.748298828125,0.428306640625,0.545376953125,1.059064453125,0.715486328125,0.615619140625,0.877076171875
39,0.038072265625000004,0.159044921875,0.205873046875,0.748298828125,1.972669921875,1.1449589843749999,0.763908203125,0.877076171875
40,0.381478515625,0.123923828125,0.053681640625,0.670251953125,1.308939453125,0.465611328125,0.240994140625,0.732689453125
41,0.662447265625,0.123923828125,0.053681640625,0.670251953125,1.308939453125,0.465611328125,0.240994140625,0.732689453125
42,0.381478515625,0.783419921875,0.053681640625,0.670251953125,1.308939453125,0.465611328125,0.240994140625,0.732689453125
43,0.381478515625,0.123923828125,0.580498046875,0.670251953125,1.308939453125,0.465611328125,0.240994140625,0.732689453125
44,0.381478515625,0.123923828125,0.053681640625,0.623423828125,1.308939453125,0.465611328125,0.240994140625,0.732689453125
45,0.381478515625,0.123923828125,0.053681640625,0.670251953125,0.723294921875,0.465611328125,0.240994140625,0.732689453125
46,0.381478515625,0.123923828125,0.053681640625,0.670251953125,1.308939453125,1.894583984375,0.240994140625,0.732689453125
47,0.381478515625,0.123923828125,0.053681640625,0.670251953125,1.308939453125,0.465611328125,0.888783203125,0.732689453125
48,0.381478515625,0.123923828125,0.053681640625,0.670251953125,1.308939453125,0.465611328125,0.240994140625,0.752201171875
49,0.662447265625,0.783419921875,0.580498046875,0.623423828125,0.723294921875,1.894583984375,0.888783203125,0.752201171875
50,0.880978515625,0.623423828125,0.553181640625,0.170751953125,0.30943945312500004,1.465111328125,0.740494140625,0.233189453125
51,0.162947265625,0.623423828125,0.553181640625,0.170751953125,0.30943945312500004,1.465111328125,0.740494140625,0.233189453125
52,0.880978515625,0.283919921875,0.553181640625,0.170751953125,0.30943945312500004,1.465111328125,0.740494140625,0.233189453125
53,0.880978515625,0.623423828125,0.08099804687500001,0.170751953125,0.30943945312500004,1.465111328125,0.740494140625,0.233189453125
54,0.880978515625,0.623423828125,0.553181640625,0.123923828125,0.30943945312500004,1.465111328125,0.740494140625,0.233189453125
55,0.880978515625,0.623423828125,0.553181640625,0.170751953125,1.722794921875,1.465111328125,0.740494140625,0.233189453125
56,0.880978515625,0.623423828125,0.553181640625,0.170751953125,0.30943945312500004,0.895083984375,0.740494140625,0.233189453125
57,0.880978515625,0.623423828125,0.553181640625,0.170751953125,0.30943945312500004,1.465111328125,0.389283203125,0.233189453125
