,output_price
0,0.020947580778497375
1,0.01513314761226053
2,0.001086122682686519
3,0.008315183685962974
4,0.007749789199775388
5,0.007768270970583734
6,0.013827104057969549
7,0.01938195419006812
8,0.004892498209151088
9,0.015856993820971152
10,0.004225642172097048
11,0.005578387497613023
12,0.01111431468622235
13,0.004757991375429043
14,0.005644148150461026
15,0.007802935286608915
16,0.0033665197116346
17,1034506.5851939982
18,1.0000116981091796
19,1.000012003727164
20,1.0000121365355483
21,1.0000122119730621
22,1.0000126842216843
23,1.0000132102803576
24,1.000013496542793
25,1.0000062006698203
26,1.0000061175907953
27,1.0000062118766284
28,1.0000061357479668
29,1.0000064945388705
30,1.0000064622760212
31,1.0000064709486953
32,1.000006568838728
33,1.00000667035445
34,1.000006862837694
35,1.0000069160669793
36,1.0000056193500733
37,1.0000055751471326
38,1.000005747561747
39,1.000004543173829
40,1.0000041904571342
41,1.000002993110114
42,1.0000027691812365
43,1.0000023253177537
44,1.0000022675622842
45,1.0000023200445278
46,1.000002348579
47,1.000002358329017
48,1.0000023271903198
49,1.0000023492676267
50,1.0000023953341786
51,1.0000023585289315
52,1.0000024257901996
53,1.0000024169079398
54,1.0000023949653156
55,1.000002403851516
56,1.0000024228527316
57,1.000002013364608
58,1.000002027135326
59,1.0000020422215656
60,1.000002054985654
61,1.000002050286256
62,1.000002067157184
63,1.0000020576319226
64,1.0000021024839858
65,1.0000018432746136
66,1.0000018517202405
67,1.000001842371316
68,1.000001880964847
69,1.0000018888034314
70,1.0000018624632954
71,1.00000189694003
72,1.0000018871569984
73,1.0000018451889172
74,1.0000019142577954
75,1.0000018878667805
76,1.00000186292577
77,1.0000019277853418
78,1.0000018950039187
79,1.0000019263243016
80,1.000001908160907
81,1.0000019097329802
82,1.0000019088166623
83,1.0000019585306361
84,1.000001930816453
85,1.000001725746286
86,1.000001695387507
87,1.000001717195001
88,1.0000017323348718
89,1.0000017447593053
90,1.0000017390227105
91,1.000001738413696
92,1.0000017356128892
93,1.000001777040656
94,1.000001758791342
95,1.0000017679159074
96,1.000001792692448
97,1.0000017989151795
98,1.0000017687940683
99,1.0000018164988365
100,1.0000017803182473
101,1.0000018233664085
102,1.0000017996561366
103,1.0000018473453716
104,1.000001802469654
105,1.0000018343178088
106,1.0000014707560776
107,1.000001491105783
108,1.0000013743894487
109,1.0000011496944556
110,1.000000963746142
111,1.000000858980322
112,1.0000008013375419
113,1.0000007381401486
114,1.000000708498607
115,1.0000007024809234
116,1.0000006653378326
117,1.0000006758968
118,1.0000006268446862
119,1.0000005805032193
